Run,Escenario,Tamano,Probabilidad,Exito,Explorados,Pasos,Costo,Tiempo,Camino
1,1,100,0.92,1,912,48,47,0.0013365745544433594,"[(85, 80), (85, 81), (86, 81), (86, 82), (87, 82), (87, 83), (87, 84), (87, 85), (87, 86), (87, 87), (87, 88), (87, 89), (87, 90), (87, 91), (88, 91), (89, 91), (89, 92), (89, 93), (89, 94), (89, 95), (89, 96), (90, 96), (90, 97), (90, 98), (90, 99), (89, 99), (88, 99), (88, 98), (88, 97), (87, 97), (87, 96), (86, 96), (86, 95), (86, 94), (86, 93), (86, 92), (85, 92), (85, 91), (85, 90), (85, 89), (85, 88), (85, 87), (85, 86), (85, 85), (85, 84), (85, 83), (84, 83), (83, 83)]"
1,2,100,0.92,1,912,48,155,0.002504587173461914,"[(85, 80), (85, 81), (86, 81), (86, 82), (87, 82), (87, 83), (87, 84), (87, 85), (87, 86), (87, 87), (87, 88), (87, 89), (87, 90), (87, 91), (88, 91), (89, 91), (89, 92), (89, 93), (89, 94), (89, 95), (89, 96), (90, 96), (90, 97), (90, 98), (90, 99), (89, 99), (88, 99), (88, 98), (88, 97), (87, 97), (87, 96), (86, 96), (86, 95), (86, 94), (86, 93), (86, 92), (85, 92), (85, 91), (85, 90), (85, 89), (85, 88), (85, 87), (85, 86), (85, 85), (85, 84), (85, 83), (84, 83), (83, 83)]"
2,1,100,0.92,0,1337,0,0,0.0020983219146728516,[]
2,2,100,0.92,0,1337,0,0,0.002038717269897461,[]
3,1,100,0.92,0,1728,0,0,0.0024297237396240234,[]
3,2,100,0.92,0,1728,0,0,0.003167867660522461,[]
4,1,100,0.92,0,1194,0,0,0.0016949176788330078,[]
4,2,100,0.92,0,1194,0,0,0.0017743110656738281,[]
5,1,100,0.92,0,1710,0,0,0.0024199485778808594,[]
5,2,100,0.92,0,1710,0,0,0.0024309158325195312,[]
6,1,100,0.92,0,1063,0,0,0.0014929771423339844,[]
6,2,100,0.92,0,1063,0,0,0.0015368461608886719,[]
7,1,100,0.92,0,1508,0,0,0.002354145050048828,[]
7,2,100,0.92,0,1508,0,0,0.0038297176361083984,[]
8,1,100,0.92,0,2249,0,0,0.0038878917694091797,[]
8,2,100,0.92,0,2249,0,0,0.005784034729003906,[]
9,1,100,0.92,0,2301,0,0,0.004091501235961914,[]
9,2,100,0.92,0,2301,0,0,0.00501704216003418,[]
10,1,100,0.92,0,1064,0,0,0.0014925003051757812,[]
10,2,100,0.92,0,1064,0,0,0.0017936229705810547,[]
11,1,100,0.92,0,2260,0,0,0.003246784210205078,[]
11,2,100,0.92,0,2260,0,0,0.0044481754302978516,[]
12,1,100,0.92,1,129,76,75,0.0003662109375,"[(96, 31), (96, 32), (96, 33), (97, 33), (97, 34), (97, 35), (97, 36), (97, 37), (97, 38), (97, 39), (97, 40), (97, 41), (97, 42), (97, 43), (97, 44), (97, 45), (97, 46), (97, 47), (97, 48), (98, 48), (98, 49), (98, 50), (98, 51), (99, 51), (99, 52), (99, 53), (99, 54), (98, 54), (98, 55), (98, 56), (98, 57), (98, 58), (98, 59), (98, 60), (98, 61), (98, 62), (98, 63), (98, 64), (99, 64), (99, 65), (99, 66), (99, 67), (99, 68), (99, 69), (99, 70), (99, 71), (99, 72), (98, 72), (97, 72), (97, 73), (97, 74), (98, 74), (98, 75), (98, 76), (98, 77), (98, 78), (98, 79), (98, 80), (98, 81), (98, 82), (98, 83), (98, 84), (98, 85), (98, 86), (98, 87), (98, 88), (97, 88), (96, 88), (96, 87), (96, 86), (96, 85), (96, 84), (96, 83), (95, 83), (94, 83), (93, 83)]"
12,2,100,0.92,1,129,76,192,0.00019598007202148438,"[(96, 31), (96, 32), (96, 33), (97, 33), (97, 34), (97, 35), (97, 36), (97, 37), (97, 38), (97, 39), (97, 40), (97, 41), (97, 42), (97, 43), (97, 44), (97, 45), (97, 46), (97, 47), (97, 48), (98, 48), (98, 49), (98, 50), (98, 51), (99, 51), (99, 52), (99, 53), (99, 54), (98, 54), (98, 55), (98, 56), (98, 57), (98, 58), (98, 59), (98, 60), (98, 61), (98, 62), (98, 63), (98, 64), (99, 64), (99, 65), (99, 66), (99, 67), (99, 68), (99, 69), (99, 70), (99, 71), (99, 72), (98, 72), (97, 72), (97, 73), (97, 74), (98, 74), (98, 75), (98, 76), (98, 77), (98, 78), (98, 79), (98, 80), (98, 81), (98, 82), (98, 83), (98, 84), (98, 85), (98, 86), (98, 87), (98, 88), (97, 88), (96, 88), (96, 87), (96, 86), (96, 85), (96, 84), (96, 83), (95, 83), (94, 83), (93, 83)]"
13,1,100,0.92,0,2320,0,0,0.004446506500244141,[]
13,2,100,0.92,0,2320,0,0,0.0048863887786865234,[]
14,1,100,0.92,0,778,0,0,0.0015416145324707031,[]
14,2,100,0.92,0,778,0,0,0.0011184215545654297,[]
15,1,100,0.92,0,1395,0,0,0.0026330947875976562,[]
15,2,100,0.92,0,1395,0,0,0.002007722854614258,[]
16,1,100,0.92,1,1553,64,63,0.0025529861450195312,"[(16, 42), (16, 43), (16, 44), (16, 45), (16, 46), (16, 47), (16, 48), (15, 48), (14, 48), (14, 47), (14, 46), (14, 45), (14, 44), (14, 43), (14, 42), (14, 41), (14, 40), (15, 40), (16, 40), (16, 39), (17, 39), (18, 39), (19, 39), (19, 38), (19, 37), (19, 36), (19, 35), (19, 34), (19, 33), (19, 32), (19, 31), (19, 30), (19, 29), (19, 28), (19, 27), (19, 26), (19, 25), (19, 24), (20, 24), (20, 23), (21, 23), (21, 22), (21, 21), (21, 20), (21, 19), (21, 18), (21, 17), (22, 17), (22, 16), (22, 15), (22, 14), (22, 13), (22, 12), (22, 11), (22, 10), (22, 9), (22, 8), (22, 7), (22, 6), (22, 5), (22, 4), (22, 3), (22, 2), (21, 2)]"
16,2,100,0.92,1,1553,64,162,0.002821683883666992,"[(16, 42), (16, 43), (16, 44), (16, 45), (16, 46), (16, 47), (16, 48), (15, 48), (14, 48), (14, 47), (14, 46), (14, 45), (14, 44), (14, 43), (14, 42), (14, 41), (14, 40), (15, 40), (16, 40), (16, 39), (17, 39), (18, 39), (19, 39), (19, 38), (19, 37), (19, 36), (19, 35), (19, 34), (19, 33), (19, 32), (19, 31), (19, 30), (19, 29), (19, 28), (19, 27), (19, 26), (19, 25), (19, 24), (20, 24), (20, 23), (21, 23), (21, 22), (21, 21), (21, 20), (21, 19), (21, 18), (21, 17), (22, 17), (22, 16), (22, 15), (22, 14), (22, 13), (22, 12), (22, 11), (22, 10), (22, 9), (22, 8), (22, 7), (22, 6), (22, 5), (22, 4), (22, 3), (22, 2), (21, 2)]"
17,1,100,0.92,1,1966,70,69,0.002989530563354492,"[(62, 71), (62, 72), (61, 72), (60, 72), (60, 71), (60, 70), (60, 69), (60, 68), (61, 68), (61, 67), (61, 66), (61, 65), (61, 64), (61, 63), (61, 62), (60, 62), (59, 62), (59, 63), (59, 64), (59, 65), (59, 66), (59, 67), (58, 67), (58, 68), (57, 68), (56, 68), (56, 69), (56, 70), (56, 71), (56, 72), (56, 73), (56, 74), (56, 75), (55, 75), (55, 76), (54, 76), (54, 77), (53, 77), (52, 77), (52, 76), (52, 75), (52, 74), (52, 73), (52, 72), (52, 71), (52, 70), (52, 69), (52, 68), (52, 67), (52, 66), (52, 65), (52, 64), (52, 63), (52, 62), (52, 61), (52, 60), (52, 59), (52, 58), (53, 58), (54, 58), (54, 59), (54, 60), (54, 61), (55, 61), (55, 62), (56, 62), (57, 62), (57, 61), (57, 60), (56, 60)]"
17,2,100,0.92,1,1966,70,231,0.002767801284790039,"[(62, 71), (62, 72), (61, 72), (60, 72), (60, 71), (60, 70), (60, 69), (60, 68), (61, 68), (61, 67), (61, 66), (61, 65), (61, 64), (61, 63), (61, 62), (60, 62), (59, 62), (59, 63), (59, 64), (59, 65), (59, 66), (59, 67), (58, 67), (58, 68), (57, 68), (56, 68), (56, 69), (56, 70), (56, 71), (56, 72), (56, 73), (56, 74), (56, 75), (55, 75), (55, 76), (54, 76), (54, 77), (53, 77), (52, 77), (52, 76), (52, 75), (52, 74), (52, 73), (52, 72), (52, 71), (52, 70), (52, 69), (52, 68), (52, 67), (52, 66), (52, 65), (52, 64), (52, 63), (52, 62), (52, 61), (52, 60), (52, 59), (52, 58), (53, 58), (54, 58), (54, 59), (54, 60), (54, 61), (55, 61), (55, 62), (56, 62), (57, 62), (57, 61), (57, 60), (56, 60)]"
18,1,100,0.92,0,1108,0,0,0.0017476081848144531,[]
18,2,100,0.92,0,1108,0,0,0.0015552043914794922,[]
19,1,100,0.92,0,1372,0,0,0.0022084712982177734,[]
19,2,100,0.92,0,1372,0,0,0.0026857852935791016,[]
20,1,100,0.92,0,2300,0,0,0.003214597702026367,[]
20,2,100,0.92,0,2300,0,0,0.0036516189575195312,[]
21,1,100,0.92,0,2890,0,0,0.004568815231323242,[]
21,2,100,0.92,0,2890,0,0,0.0044324398040771484,[]
22,1,100,0.92,0,1579,0,0,0.0023322105407714844,[]
22,2,100,0.92,0,1579,0,0,0.002259492874145508,[]
23,1,100,0.92,0,1460,0,0,0.0020873546600341797,[]
23,2,100,0.92,0,1460,0,0,0.0025556087493896484,[]
24,1,100,0.92,0,936,0,0,0.0013244152069091797,[]
24,2,100,0.92,0,936,0,0,0.001425027847290039,[]
25,1,100,0.92,0,2004,0,0,0.0031328201293945312,[]
25,2,100,0.92,0,2004,0,0,0.002950906753540039,[]
26,1,100,0.92,1,287,76,75,0.0006492137908935547,"[(99, 33), (99, 34), (99, 35), (99, 36), (99, 37), (99, 38), (99, 39), (99, 40), (99, 41), (99, 42), (98, 42), (98, 43), (98, 44), (98, 45), (98, 46), (98, 47), (98, 48), (98, 49), (98, 50), (98, 51), (98, 52), (98, 53), (98, 54), (98, 55), (98, 56), (98, 57), (98, 58), (98, 59), (98, 60), (98, 61), (98, 62), (99, 62), (99, 63), (99, 64), (99, 65), (99, 66), (99, 67), (99, 68), (99, 69), (99, 70), (99, 71), (99, 72), (99, 73), (99, 74), (99, 75), (99, 76), (99, 77), (98, 77), (97, 77), (96, 77), (96, 78), (95, 78), (95, 79), (94, 79), (94, 80), (93, 80), (93, 81), (92, 81), (92, 82), (91, 82), (91, 83), (91, 84), (91, 85), (91, 86), (90, 86), (89, 86), (89, 85), (89, 84), (89, 83), (88, 83), (87, 83), (87, 82), (87, 81), (87, 80), (88, 80), (89, 80)]"
26,2,100,0.92,1,287,76,219,0.00040602684020996094,"[(99, 33), (99, 34), (99, 35), (99, 36), (99, 37), (99, 38), (99, 39), (99, 40), (99, 41), (99, 42), (98, 42), (98, 43), (98, 44), (98, 45), (98, 46), (98, 47), (98, 48), (98, 49), (98, 50), (98, 51), (98, 52), (98, 53), (98, 54), (98, 55), (98, 56), (98, 57), (98, 58), (98, 59), (98, 60), (98, 61), (98, 62), (99, 62), (99, 63), (99, 64), (99, 65), (99, 66), (99, 67), (99, 68), (99, 69), (99, 70), (99, 71), (99, 72), (99, 73), (99, 74), (99, 75), (99, 76), (99, 77), (98, 77), (97, 77), (96, 77), (96, 78), (95, 78), (95, 79), (94, 79), (94, 80), (93, 80), (93, 81), (92, 81), (92, 82), (91, 82), (91, 83), (91, 84), (91, 85), (91, 86), (90, 86), (89, 86), (89, 85), (89, 84), (89, 83), (88, 83), (87, 83), (87, 82), (87, 81), (87, 80), (88, 80), (89, 80)]"
27,1,100,0.92,0,1490,0,0,0.0025725364685058594,[]
27,2,100,0.92,0,1490,0,0,0.002252340316772461,[]
28,1,100,0.92,0,1666,0,0,0.0025620460510253906,[]
28,2,100,0.92,0,1666,0,0,0.002676725387573242,[]
29,1,100,0.92,1,1378,70,69,0.0019278526306152344,"[(75, 42), (75, 41), (75, 40), (75, 39), (75, 38), (75, 37), (75, 36), (75, 35), (75, 34), (75, 33), (75, 32), (75, 31), (75, 30), (75, 29), (75, 28), (75, 27), (75, 26), (75, 25), (75, 24), (76, 24), (77, 24), (77, 25), (77, 26), (77, 27), (77, 28), (78, 28), (79, 28), (79, 29), (79, 30), (79, 31), (79, 32), (79, 33), (80, 33), (81, 33), (81, 32), (81, 31), (81, 30), (81, 29), (81, 28), (82, 28), (83, 28), (83, 29), (83, 30), (84, 30), (85, 30), (85, 29), (85, 28), (85, 27), (86, 27), (86, 26), (86, 25), (87, 25), (88, 25), (88, 26), (88, 27), (88, 28), (88, 29), (88, 30), (88, 31), (89, 31), (89, 32), (90, 32), (90, 33), (91, 33), (91, 34), (92, 34), (92, 35), (93, 35), (94, 35), (94, 34)]"
29,2,100,0.92,1,1378,70,240,0.001932382583618164,"[(75, 42), (75, 41), (75, 40), (75, 39), (75, 38), (75, 37), (75, 36), (75, 35), (75, 34), (75, 33), (75, 32), (75, 31), (75, 30), (75, 29), (75, 28), (75, 27), (75, 26), (75, 25), (75, 24), (76, 24), (77, 24), (77, 25), (77, 26), (77, 27), (77, 28), (78, 28), (79, 28), (79, 29), (79, 30), (79, 31), (79, 32), (79, 33), (80, 33), (81, 33), (81, 32), (81, 31), (81, 30), (81, 29), (81, 28), (82, 28), (83, 28), (83, 29), (83, 30), (84, 30), (85, 30), (85, 29), (85, 28), (85, 27), (86, 27), (86, 26), (86, 25), (87, 25), (88, 25), (88, 26), (88, 27), (88, 28), (88, 29), (88, 30), (88, 31), (89, 31), (89, 32), (90, 32), (90, 33), (91, 33), (91, 34), (92, 34), (92, 35), (93, 35), (94, 35), (94, 34)]"
30,1,100,0.92,0,816,0,0,0.001168966293334961,[]
30,2,100,0.92,0,816,0,0,0.00116729736328125,[]
